"artist","museum","gender","ethnicity","GEO3major","year"
"Vincent Glinsky","Museum of Modern Art","man","white",NA,"1900"
"Vincent van Gogh","Museum of Modern Art","man","white","Europe","1850"
"Ilia Golosov","Museum of Modern Art","man","white","Europe","1880"
"Jeff Goodman","Museum of Modern Art","man","white","North America","1960"
"Daniel Gordon","Museum of Modern Art","man","white","North America","1980"
"Shalom Gorewitz","Museum of Modern Art","man",NA,"North America","1950"
"Allan Gould","Museum of Modern Art","man","white","North America",NA
"Ken Grant","Museum of Modern Art","man","white","Europe","1970"
"Walter Greaves","Museum of Modern Art","man","white","Europe","1850"
"Wolf Gremm","Museum of Modern Art","man","white","Europe","1940"
"Robert Haiko","Museum of Modern Art","man","white","North America","1940"
"Randy Hardy","Museum of Modern Art","man",NA,NA,"1940"
"David Hare","Museum of Modern Art","man","white","North America","1920"
"George C. Harris","Museum of Modern Art","man",NA,NA,NA
"Harvey Sherman Harris","Museum of Modern Art","man","white",NA,NA
"Tommy Hartung","Museum of Modern Art","man","white","North America","1980"
"Richard Hell","Museum of Modern Art","man",NA,"North America","1950"
"John Hilliard","Museum of Modern Art","man","white","Europe","1940"
"Utagawa Hiroshige","Museum of Modern Art","man","asian","Asia and the Pacific","1840"
"Emile Josome Hodinos","Museum of Modern Art","man","white","Europe","1850"
"Violet Hopkins","Museum of Modern Art","woman","white","North America","1970"
"Roni Horn","Museum of Modern Art",NA,"white","North America","1960"
"Koyo Hosoi","Museum of Modern Art",NA,"asian","Asia and the Pacific",NA
"Jane Hudson","Museum of Modern Art","woman",NA,NA,NA
"John Evan Hughes","Museum of Modern Art","man",NA,NA,NA
"Klaus Humpert","Museum of Modern Art","man","white","Europe","1930"
"Peter Huys","Museum of Modern Art","man","white","Europe","1520"
"Sy Hyman","Museum of Modern Art",NA,NA,NA,NA
"Tsuguya Inone","Museum of Modern Art","man","asian","Asia and the Pacific",NA
"Hortense B. Isenberg","Museum of Modern Art",NA,"white","North America",NA
"Fakhrul Islam","Museum of Modern Art","man",NA,"Asia and the Pacific","1940"
"Jorge Mario JA!uregui","Museum of Modern Art","man","hispanic","Latin America and the Caribbean","1950"
"James J. Jacobson","Museum of Modern Art",NA,NA,NA,NA
"Agathe Jacquillat","Museum of Modern Art",NA,"white","Europe","1980"
"Georges-Fernand Janin","Museum of Modern Art","man","white","Europe","1880"
"Michael Jantzen","Museum of Modern Art","man","white","North America","1950"
"Terry Jennings","Museum of Modern Art","man","white","North America","1940"
"Raymond Jordan","Museum of Modern Art","man","white","North America","1900"
"Steven Engle, Jr.","Museum of Modern Art","man",NA,NA,NA
"Carl Jakob Jucker","Museum of Modern Art","man","white","Europe","1900"
"Huang Junbi","Museum of Modern Art","man","asian","Asia and the Pacific","1900"
"Wolf Kahlen","Museum of Modern Art","man","white","Europe","1940"
"Stuart Karten","Museum of Modern Art","man","white","North America","1960"
"Neil Katz","Museum of Modern Art","man","white","North America","1960"
"On Kawara","Museum of Modern Art","man","asian",NA,NA
"Nora Kay","Museum of Modern Art",NA,NA,NA,NA
"Ben Kelly","Museum of Modern Art","man","white","Europe","1970"
"John Kelly","Museum of Modern Art","man","white","Europe",NA
"Walter Kindler","Museum of Modern Art","man","white",NA,"1940"
"Clarence King","Museum of Modern Art","man","white","North America","1840"
"Scott King","Museum of Modern Art","man","white","Europe","1970"
"Fritz Koenig","Museum of Modern Art","man","white","Europe","1920"
"Balthazar Korab","Museum of Modern Art","man","white","Europe","1930"
"Vladimir Kozlinskii","Museum of Modern Art","man","white","Europe","1890"
"Porfiry Krylov","Museum of Modern Art","man","white","Europe","1900"
"Yui Kugimiya","Museum of Modern Art","woman","asian","Asia and the Pacific","1980"
"Hugo Kukelhaus","Museum of Modern Art","man","white","Europe","1900"
"Peter Land","Museum of Modern Art","man","white","Europe","1970"
"Richard ""Dickie"" Landry","Museum of Modern Art","man","white","North America","1940"
"Ellen Lanyon","Museum of Modern Art","woman","white","North America","1930"
"Mathieu Lehanneur","Museum of Modern Art","man","white","Europe","1970"
"David J. Lewis","Museum of Modern Art","man",NA,"North America","1970"
"GyA?rgy SA!ndor Ligeti","Museum of Modern Art","man","white","Europe","1920"
"Linda Lindroth","Museum of Modern Art","woman","white","North America","1950"
"Lemuel B. Line","Museum of Modern Art","man",NA,NA,NA
"Jean Juste Gustave Lisch","Museum of Modern Art","man","white","Europe","1830"
"Anatole Litvak","Museum of Modern Art","man","white","Europe","1900"
"Eckersley Lombers","Museum of Modern Art","man","white","Europe","1910"
"Carolyn London","Museum of Modern Art","woman",NA,"North America",NA
"Nino Longobardi","Museum of Modern Art","man",NA,"Europe","1950"
"Damien Lopez","Museum of Modern Art","man",NA,"North America","1980"
"Sarah Lucas","Museum of Modern Art","woman","white","Europe","1960"
"Eugene David Ludins","Museum of Modern Art","man","white",NA,"1900"
"Sven Lukin","Museum of Modern Art","man","white","Europe","1930"
"Vera Lutter","Museum of Modern Art","woman","white",NA,"1960"
"James F. MacDonnell","Museum of Modern Art","man",NA,NA,NA
"Batiste Madalena","Museum of Modern Art","man","white",NA,"1900"
"Estella Conwill Majozo","Museum of Modern Art",NA,NA,"North America","1950"
"David Malin","Museum of Modern Art","man","white",NA,"1940"
"StACphane MallarmAC","Museum of Modern Art","man","white",NA,"1840"
"Jared Mankelow","Museum of Modern Art","man","white","Asia and the Pacific","1980"
"Russell Manoy","Museum of Modern Art","man","white",NA,"1940"
"Boris Margo","Museum of Modern Art","man","white","Europe","1900"
"Henry Mark","Museum of Modern Art","man",NA,NA,"1920"
"Juan Luis Martinez","Museum of Modern Art","man","hispanic","Latin America and the Caribbean","1940"
"Raymond Mason","Museum of Modern Art","man","white","Europe","1920"
"W.M. Massey","Museum of Modern Art","man","white",NA,NA
"Yutaka Matsuzawa","Museum of Modern Art","man","asian","Asia and the Pacific","1920"
"Bernadette Mayer","Museum of Modern Art",NA,"white","North America","1940"
"Kim McCarty","Museum of Modern Art",NA,"white","North America","1960"
"Charles H. McCrea","Museum of Modern Art","man","white","North America",NA
"Paul McMahon","Museum of Modern Art","man","white","North America","1950"
"Dean Meeker","Museum of Modern Art","man",NA,"North America",NA
"Mohamed Melehi","Museum of Modern Art","man","other","Africa","1940"
"Jan Menses","Museum of Modern Art","man","white",NA,"1930"
"Louis Mercanton","Museum of Modern Art","man","white","Europe","1880"
"Charles Meryon","Museum of Modern Art","man","white","Europe","1820"
"Chris Milk","Museum of Modern Art","man","white","North America","1980"
"Nachume Miller","Museum of Modern Art","man","other","Europe","1950"
"Osamu Mita","Museum of Modern Art",NA,"asian","Asia and the Pacific",NA
"Takehiko Mizutani","Museum of Modern Art","man","asian","Asia and the Pacific",NA
"Bruno Monguzzi","Museum of Modern Art","man","white","Europe","1940"
"Jonathan Monk","Museum of Modern Art","man","white","Europe","1970"
"Hugh Moore","Museum of Modern Art",NA,NA,NA,NA
"Yasumasa Morimura","Museum of Modern Art","man","asian","Asia and the Pacific","1950"
"Ellie Nagler","Museum of Modern Art",NA,NA,NA,NA
"Rei Naito","Museum of Modern Art",NA,"asian","Asia and the Pacific","1960"
"Rolf Nesch","Museum of Modern Art","man","white","Europe","1890"
"Fritz Neugass","Museum of Modern Art","man","white","Europe","1900"
"Minoru Niizuma","Museum of Modern Art",NA,"asian","Asia and the Pacific","1930"
"Ryue Nishizawa","Museum of Modern Art","man","asian","Asia and the Pacific","1970"
"William B. O'Brian","Museum of Modern Art","man","white",NA,NA
"Richard Oelze","Museum of Modern Art","man","white",NA,"1900"
"L. Van Oeyen","Museum of Modern Art","man","white",NA,NA
"Chris Ofili","Museum of Modern Art","man","black","Europe","1970"
"J.D. 'Okhai Ojeikere","Museum of Modern Art","man","black","Africa","1930"
"William Orpen","Museum of Modern Art","man","white","Europe","1880"
"Alfonso Ossorio","Museum of Modern Art","man","asian","Asia and the Pacific","1920"
"Ryszard K. Otreba","Museum of Modern Art","man","white","Europe","1930"
"Hal Painter","Museum of Modern Art","man","white","North America",NA
"Alan J. Pakula","Museum of Modern Art","man","white","North America","1930"
"David Palladini","Museum of Modern Art","man","white",NA,"1950"
"Bengt Palmgren","Museum of Modern Art","man","white","Europe","1940"
"G. Pedersen","Museum of Modern Art",NA,NA,NA,NA
"Charlotte Peillon","Museum of Modern Art",NA,NA,NA,NA
"Oliva Perotes","Museum of Modern Art","woman","hispanic",NA,NA
"Walter Pichler","Museum of Modern Art","man","white","Europe","1940"
"Iztok Geister [I.G. Plamen]","Museum of Modern Art","man","white","Europe","1940"
"Ray Platnick","Museum of Modern Art","man","white","North America","1920"
"Patrick Poirier","Museum of Modern Art","man","white","Europe","1940"
"Marcel Polak","Museum of Modern Art","man","white","Europe","1900"
"Herbert W. Pratt","Museum of Modern Art","man","white",NA,NA
"Fred Press","Museum of Modern Art","man","white",NA,"1920"
"Nikolai Prusakov","Museum of Modern Art","man","white","Europe","1900"
"Arnold Pyle","Museum of Modern Art","man",NA,"North America","1910"
"Pywell","Museum of Modern Art","man","white","North America","1840"
"Leo Rabkin","Museum of Modern Art","man","white","North America","1920"
"Nancy Radloff","Museum of Modern Art","woman",NA,NA,NA
"Alessandro Raho","Museum of Modern Art","man","white",NA,"1970"
"Lynne Ramsay","Museum of Modern Art","woman","white","Europe","1970"
"Emily Read","Museum of Modern Art","woman","white","Europe","1980"
"Ruth Reeves","Museum of Modern Art","woman",NA,"North America","1890"
"Peter Regli","Museum of Modern Art","man","white",NA,NA
"Nicolas Remisoff","Museum of Modern Art","man","white","Europe","1890"
"Marcia Resnick","Museum of Modern Art","woman","white","North America","1950"
"James Reynolds","Museum of Modern Art","man","white","North America","1930"
"Louis Rhead","Museum of Modern Art","man","white","Europe","1860"
"Jonathan Richardson","Museum of Modern Art","man","white","Europe","1670"
"Judy Rifka","Museum of Modern Art",NA,"white","North America","1940"
"Hilyard Robinson","Museum of Modern Art","man","black","North America","1900"
"Su Rogers","Museum of Modern Art",NA,"white",NA,"1940"
"William Rose","Museum of Modern Art","man","white",NA,NA
"Ralph M. Rosenborg","Museum of Modern Art","man",NA,"North America","1910"
"Ron Rosenman","Museum of Modern Art","man",NA,NA,"1980"
"Aristide Rouseaud","Museum of Modern Art",NA,"white","Europe",NA
"Bernard Rudofsky","Museum of Modern Art","man","white",NA,"1900"
"Gary Rydstrom","Museum of Modern Art","man","white","North America","1960"
"Juan SA!nchez","Museum of Modern Art","man",NA,NA,"1950"
"LA!szlA3 SA3s","Museum of Modern Art","man","white","Europe","1920"
"Betye Saar","Museum of Modern Art","woman","black","North America","1930"
"Hilary Sample","Museum of Modern Art",NA,NA,"North America","1970"
"Joe Sances","Museum of Modern Art","man",NA,"North America",NA
"Jay Sanders","Museum of Modern Art","man",NA,NA,NA
"Abe Satoru","Museum of Modern Art","man",NA,"North America","1930"
"Y. Ernest Satow","Museum of Modern Art","man","asian",NA,"1930"
"Naomi Savage","Museum of Modern Art","woman","white","North America","1930"
"Italo Scanga","Museum of Modern Art","man","white","Europe","1930"
"Gerald Scarfe","Museum of Modern Art","man","white","Europe","1940"
"Nicolas SchA?ffer","Museum of Modern Art","man","white","Europe","1910"
"Morton Livingston Schamberg","Museum of Modern Art","man","white","North America","1880"
"Peter Schlumbohm","Museum of Modern Art","man","white","Europe","1900"
"Regina Schmeken","Museum of Modern Art","woman","white","Europe","1960"
"Gertraud von SchnellenbA?hel","Museum of Modern Art",NA,"white","Europe","1880"
"Friedrich Eugen Scholer","Museum of Modern Art","man","white",NA,"1870"
"Eric Schwab","Museum of Modern Art","man","white","Europe","1910"
"Manfred Schwartz","Museum of Modern Art","man","white",NA,"1910"
"Nikolai Sedel'nikov","Museum of Modern Art","man","white","Europe",NA
"Lasar Segall","Museum of Modern Art","man",NA,NA,NA
"David Shapiro","Museum of Modern Art","man","white","North America","1940"
"Shulor","Museum of Modern Art",NA,NA,NA,NA
"Benjamin E. Shute","Museum of Modern Art","man","white","North America",NA
"Aaron Siegal","Museum of Modern Art","man",NA,"North America","1980"
"Todd Siler","Museum of Modern Art","man","white","North America","1950"
"Walter Silver","Museum of Modern Art","man","white","North America","1920"
"Mario Sironi","Museum of Modern Art","man","white","Europe","1880"
"J. Sluijters","Museum of Modern Art","man","white","Europe","1880"
"Orville Logan Snider","Museum of Modern Art","man","white",NA,"1900"
"Charles Somers-Cocks, 3rd Earl Somers","Museum of Modern Art","man","white","Europe","1820"
"K.R.H. Sonderborg","Museum of Modern Art","man","white","Europe","1920"
"Hajime Sorayama","Museum of Modern Art","man","asian","Asia and the Pacific","1950"
"Alec Soth","Museum of Modern Art","man","white","North America","1970"
"Roger Spottiswoode","Museum of Modern Art","man","white","North America","1940"
"Carlos Maria Miguel Squirru","Museum of Modern Art","man","hispanic","Latin America and the Caribbean","1930"
"Ken Starkey","Museum of Modern Art","man",NA,NA,NA
"Elizabeth Statler","Museum of Modern Art","woman",NA,NA,NA
"Henryk Stazewski","Museum of Modern Art","man","white","Europe","1890"
"Wilson Steer","Museum of Modern Art","man","white","Europe","1860"
"Oscar Stonorov","Museum of Modern Art","man","white",NA,"1900"
"Nikki Stott","Museum of Modern Art","woman","white","Europe",NA
"F. Strothmann","Museum of Modern Art","man","white","North America","1870"
"John Sturgeon","Museum of Modern Art","man","white","North America","1950"
"Nikolai Suetin","Museum of Modern Art","man","white","Europe","1900"
"Gideon SundbA$ck","Museum of Modern Art","man","white","Europe","1880"
"Ta Hai Sung","Museum of Modern Art",NA,"asian","Asia and the Pacific",NA
"Ricky Swallow","Museum of Modern Art","man","white","Asia and the Pacific","1970"
"Waldemar Swierzy","Museum of Modern Art","man","white","Europe","1930"
"Enrico Taglietti","Museum of Modern Art","man","white","Europe","1930"
"Ono Takahiro","Museum of Modern Art",NA,"asian","Asia and the Pacific",NA
"KatA? TarA?","Museum of Modern Art","man","asian","Asia and the Pacific",NA
"Nahum Tevet","Museum of Modern Art","man","other","Europe","1950"
"William Thompson","Museum of Modern Art","man","white",NA,NA
"Esias Thoren","Museum of Modern Art","man","white","Europe","1900"
